index,job_title,rating,company,location,headquarters,size,ownership,sector,salary_start,salary_end,location_state
96,Data Engineer,3.5,"QOMPLX
3.5","Reston, VA","Reston, VA",51 to 200 employees,Company - Private,Information Technology,99000,132000, VA
106,Data Engineer,3.2,"Tivity Health
3.2","Chandler, AZ","Franklin, TN",501 to 1000 employees,Company - Public,Health Care,99000,132000, AZ
107,Data Engineer,2.9,"hc1
2.9","Indianapolis, IN","Indianapolis, IN",51 to 200 employees,Company - Private,Biotech & Pharmaceuticals,99000,132000, IN
88,Machine Learning Engineer,4.8,"Klaviyo
4.8","Boston, MA","Boston, MA",201 to 500 employees,Company - Private,Information Technology,79000,131000, MA
91,Machine Learning Engineer,4.4,"NuWave Solutions
4.4","Springfield, VA","Mc Lean, VA",51 to 200 employees,Company - Private,Information Technology,79000,131000, VA
134,Machine Learning Engineer,3.2,"Triplebyte
3.2",Remote,"San Francisco, CA",51 to 200 employees,Company - Private,Information Technology,90000,109000,Other
101,Machine Learning Engineer,4.4,"Stratagem Group
4.4","Aurora, CO","Aurora, CO",1 to 50 employees,Company - Private,Aerospace & Defense,99000,132000, CO
564,Other,3.3,"Tempus Labs
3.3","Chicago, IL","Chicago, IL",501 to 1000 employees,Company - Private,Biotech & Pharmaceuticals,128000,201000, IL
566,Other,4.2,"LSQ
4.2","Orlando, FL","Orlando, FL",51 to 200 employees,Company - Private,Finance,128000,201000, FL
589,Other,3.8,"Sandia National Laboratories
3.8","Livermore, CA","Albuquerque, NM",10000+ employees,Government,Government,138000,158000, CA
118,Other,5.0,"Arsenal Biosciences
5.0","South San Francisco, CA","South San Francisco, CA",51 to 200 employees,Company - Private,Biotech & Pharmaceuticals,99000,132000, CA
171,Machine Learning Scientist,3.3,"Tempus Labs
3.3","Redwood City, CA","Chicago, IL",501 to 1000 employees,Company - Private,Biotech & Pharmaceuticals,101000,165000, CA
131,Data Engineer,4.9,"Lendio
4.9","Lehi, UT","Lehi, UT",201 to 500 employees,Company - Private,Finance,90000,109000, UT
132,Data Engineer,4.4,"Direct Agents
4.4","Culver City, CA","New York, NY",51 to 200 employees,Company - Private,Business Services,90000,109000, CA
152,Data Engineer,4.2,"Procore Technologies
4.2","Carpinteria, CA","Carpinteria, CA",1001 to 5000 employees,Company - Private,Information Technology,90000,109000, CA
144,Machine Learning Engineer,5.0,"Expedition Technology, Inc.
5.0","Herndon, VA","Dulles, VA",1 to 50 employees,Company - Private,Aerospace & Defense,90000,109000, VA
308,Data Scientist,5.0,"Kollasoft Inc.
3.2","New York, NY","Irving, TX",Unknown,Company - Public,Unknown,145000,225000, NY
388,Data Scientist,0,HireAi,"San Francisco, CA",Unknown,Unknown,Unknown,Unknown,110000,163000, CA
140,Other,3.8,"ISO New England
3.8","Holyoke, MA","Holyoke, MA",501 to 1000 employees,Nonprofit Organization,"Oil, Gas, Energy & Utilities",90000,109000, MA
145,Other,3.8,"Evidera
3.8","Bethesda, MD","Bethesda, MD",501 to 1000 employees,Subsidiary or Business Segment,Biotech & Pharmaceuticals,90000,109000, MD
147,Other,2.4,"Crown Bioscience
2.4","San Diego, CA","San Diego, CA",501 to 1000 employees,Company - Private,Biotech & Pharmaceuticals,90000,109000, CA
151,Other,2.7,"Advanced BioScience Laboratories
2.7","Rockville, MD","Rockville, MD",201 to 500 employees,Company - Private,Biotech & Pharmaceuticals,90000,109000, MD
161,Data Analyst,4.1,"Shelter Insurance
4.1","Columbia, MO","Columbia, MO",1001 to 5000 employees,Company - Private,Insurance,101000,165000, MO
413,Data Scientist,3.4,"TECHNOCRAFT Solutions
3.4","San Ramon, CA","Hilliard, OH",1 to 50 employees,Company - Private,Business Services,124000,198000, CA
317,Data Scientist,3.8,"Enterprise Solutions Inc
3.8","New York, NY","Naperville, IL",51 to 200 employees,Company - Private,Business Services,145000,225000, NY
491,Data Analyst,3.9,"Nolij Consulting
3.9","Falls Church, VA","Vienna, VA",51 to 200 employees,Company - Public,Business Services,95000,119000, VA
316,Data Scientist,3.4,"Advance Sourcing Concepts
3.4","Pittsburgh, PA","Pittsburgh, PA",51 to 200 employees,Company - Private,Unknown,145000,225000, PA
320,Data Scientist,4.6,"Conch Technologies, Inc
4.6","Concord, CA","Memphis, TN",51 to 200 employees,Company - Private,Business Services,145000,225000, CA
163,Data Analyst,2.7,"USAC
2.7","Washington, DC","Washington, DC",501 to 1000 employees,Nonprofit Organization,Telecommunications,101000,165000, DC
166,Data Analyst,4.0,"Autodesk
4.0","San Francisco, CA","San Rafael, CA",5001 to 10000 employees,Company - Public,Information Technology,101000,165000, CA
167,Data Analyst,4.2,"Autodesk
4.0","San Francisco, CA","Herndon, VA",5001 to 10000 employees,Company - Public,Business Services,101000,165000, CA
168,Data Engineer,3.5,"Magna International Inc.
3.5","Birmingham, AL","Aurora, Canada",10000+ employees,Company - Public,Unknown,101000,165000, AL
258,Data Scientist,5.0,"The Drive Media, Inc.
5.0","New York, NY",Unknown,Unknown,Unknown,Unknown,90000,124000, NY
424,Data Scientist,3.4,"Voice
3.4","Brooklyn, NY",Unknown,Unknown,Company - Private,Unknown,124000,198000, NY
504,Data Scientist,0,Sophinea,"Chantilly, VA",Unknown,1 to 50 employees,Unknown,Unknown,95000,119000, VA
190,Machine Learning Scientist,4.7,"Sage Intacct
4.7","San Francisco, CA","San Jose, CA",501 to 1000 employees,Subsidiary or Business Segment,Information Technology,56000,97000, CA
181,Data Analyst,4.7,"webfx.com
4.7","Harrisburg, PA","Harrisburg, PA",201 to 500 employees,Company - Private,Business Services,56000,97000, PA
184,Data Analyst,3.9,"Life360
3.9","San Francisco, CA","San Francisco, CA",51 to 200 employees,Company - Public,Information Technology,56000,97000, CA
176,Data Engineer,4.4,"Resurgent Capital Services
4.4","Cincinnati, OH","Greenville, SC",201 to 500 employees,Company - Private,Finance,101000,165000, OH
324,Data Scientist,3.3,"Intellectual Ventures
3.3","Bellevue, WA","Bellevue, WA",501 to 1000 employees,Company - Private,Finance,79000,147000, WA
341,Data Scientist,4.8,"TechProjects
4.8","New York, NY","North Brunswick, NJ",1 to 50 employees,Company - Private,Information Technology,79000,147000, NY
343,Data Scientist,4.0,"Netskope
4.0","Santa Clara, CA","Santa Clara, CA",501 to 1000 employees,Company - Private,Information Technology,122000,146000, CA
344,Data Scientist,4.2,"Eversight
4.2","Palo Alto, CA","Palo Alto, CA",51 to 200 employees,Company - Private,Information Technology,122000,146000, CA
349,Data Scientist,5.0,"Averity
5.0","New York, NY","New York, NY",1 to 50 employees,Company - Private,Business Services,122000,146000, NY
516,Other,3.9,"Southwest Research Institute
3.9","Oklahoma City, OK","San Antonio, TX",1001 to 5000 employees,Nonprofit Organization,Business Services,212000,331000, OK
518,Other,4.8,"Klaviyo
4.8","Boston, MA","Boston, MA",201 to 500 employees,Company - Private,Information Technology,212000,331000, MA
522,Other,4.2,"10x Genomics
4.2","Raleigh, NC","Pleasanton, CA",501 to 1000 employees,Company - Public,Biotech & Pharmaceuticals,212000,331000, NC
350,Data Scientist,4.7,"Praxis Engineering
4.7","Chantilly, VA","Annapolis Junction, MD",201 to 500 employees,Subsidiary or Business Segment,Information Technology,122000,146000, VA
353,Data Scientist,4.9,"Cambridge Mobile Telematics
4.9","Cambridge, MA","Cambridge, MA",1 to 50 employees,Company - Private,Information Technology,122000,146000, MA
355,Data Scientist,5.0,"Phoenix Operations Group
5.0","Annapolis Junction, MD","Woodbine, MD",1 to 50 employees,Company - Private,Information Technology,122000,146000, MD
16,Data Scientist,4.1,"Upside Business Travel
4.1",Remote,"Washington, DC",51 to 200 employees,Company - Private,Information Technology,137000,171000,Other
363,Data Scientist,3.5,"Maxar Technologies
3.5","Herndon, VA","Westminster, CO",5001 to 10000 employees,Company - Public,Aerospace & Defense,122000,146000, VA
366,Data Scientist,3.5,"Maxar Technologies
3.5","Herndon, VA","Westminster, CO",5001 to 10000 employees,Company - Public,Aerospace & Defense,112000,116000, VA
448,Data Scientist,3.3,"Hackensack Meridian Health
3.3","Edison, NJ","Edison, NJ",10000+ employees,Nonprofit Organization,Health Care,69000,116000, NJ
449,Data Scientist,3.9,"Novartis
3.9","Cambridge, MA","Basel, Switzerland",10000+ employees,Company - Public,Biotech & Pharmaceuticals,69000,116000, MA
526,Machine Learning Scientist,3.5,"Allen Institute
3.5","Seattle, WA","Seattle, WA",201 to 500 employees,Nonprofit Organization,Business Services,212000,331000, WA
533,Data Engineer,3.9,"Thumbtack
3.9","San Francisco, CA","San Francisco, CA",501 to 1000 employees,Company - Private,Information Technology,66000,112000, CA
179,Machine Learning Engineer,3.6,"Buckman
3.5","Memphis, TN","Arlington, VA",501 to 1000 employees,Nonprofit Organization,Government,56000,97000, TN
196,Data Analyst,3.8,"Cook Children's Health Care System
3.8","Fort Worth, TX","Fort Worth, TX",5001 to 10000 employees,Nonprofit Organization,Health Care,56000,97000, TX
198,Data Analyst,4.6,"GreatAmerica Financial Services
4.6","Cedar Rapids, IA","Cedar Rapids, IA",501 to 1000 employees,Company - Private,Finance,56000,97000, IA
421,Data Analyst,4.6,"GreatAmerica Financial Services
4.6","Cedar Rapids, IA","Cedar Rapids, IA",501 to 1000 employees,Company - Private,Finance,124000,198000, IA
154,Other,0,Covid-19 Search Partners,"Hauppauge, NY",Unknown,Unknown,Unknown,Unknown,90000,109000, NY
368,Data Scientist,4.7,"Compass Consulting Group
4.7","Thousand Oaks, CA","Danville, CA",51 to 200 employees,Company - Private,Business Services,112000,116000, CA
370,Data Scientist,4.0,"AstraZeneca
4.0","Gaithersburg, MD","Cambridge, United Kingdom",10000+ employees,Company - Public,Biotech & Pharmaceuticals,112000,116000, MD
535,Machine Learning Scientist,4.1,"Apple
4.1","Santa Clara, CA","Cupertino, CA",10000+ employees,Company - Public,Information Technology,66000,112000, CA
538,Data Analyst,4.3,"The Buffalo Group
4.3","Fort Belvoir, VA","Reston, VA",501 to 1000 employees,Company - Private,Information Technology,66000,112000, VA
539,Other,4.4,"OppLoans
4.4","Chicago, IL","Chicago, IL",201 to 500 employees,Company - Private,Finance,66000,112000, IL
32,Data Scientist,5.0,"Cohere Health
5.0","Boston, MA","Boston, MA",1 to 50 employees,Company - Private,Information Technology,75000,131000, MA
372,Data Scientist,3.2,"Perspecta
3.2","Adelphi, MD","Chantilly, VA",10000+ employees,Company - Public,Aerospace & Defense,112000,116000, MD
373,Data Scientist,4.5,"Smith Hanley Associates
4.5","Washington, DC","New York, 061",1 to 50 employees,Company - Private,Business Services,112000,116000, DC
583,Data Scientist,3.3,"MITRE
3.3","Bedford, MA","Bedford, MA",5001 to 10000 employees,Nonprofit Organization,Government,138000,158000, MA
203,Data Engineer,4.4,"Rocket Lawyer
4.4","San Francisco, CA","San Francisco, CA",51 to 200 employees,Company - Private,Information Technology,79000,106000, CA
205,Data Engineer,3.6,"Alion Science & Technology
3.6","Linthicum Heights, MD","Mc Lean, VA",1001 to 5000 employees,Company - Private,Business Services,79000,106000, MD
202,Machine Learning Engineer,3.7,"Mteq
3.7","Fort Belvoir, VA","Lorton, VA",501 to 1000 employees,Company - Public,Aerospace & Defense,79000,106000, VA
219,Machine Learning Scientist,3.3,"Tempus Labs
3.3","Redwood City, CA","Chicago, IL",501 to 1000 employees,Company - Private,Biotech & Pharmaceuticals,79000,106000, CA
208,Data Analyst,2.9,"Quest Integrity
2.9","Tulsa, OK","Kent, WA",201 to 500 employees,Company - Public,"Oil, Gas, Energy & Utilities",79000,106000, OK
586,Data Engineer,3.4,"Spectrum Communications and Consulting
3.4","Chicago, IL","Chicago, IL",51 to 200 employees,Company - Private,Business Services,138000,158000, IL
588,Data Engineer,2.9,"Affinity Solutions
2.9","New York, NY","New York, NY",51 to 200 employees,Company - Private,Business Services,138000,158000, NY
590,Data Engineer,3.5,"Maxar Technologies
3.5","McLean, VA","Westminster, CO",5001 to 10000 employees,Company - Public,Aerospace & Defense,138000,158000, VA
587,Other,3.3,"Inland Empire Health Plan
3.3","Rancho Cucamonga, CA","Rancho Cucamonga, CA",1001 to 5000 employees,Company - Public,Health Care,138000,158000, CA
129,Data Scientist,3.8,"Juniper Networks
3.8","Cupertino, CA","Sunnyvale, CA",5001 to 10000 employees,Company - Public,Telecommunications,90000,109000, CA
602,Other,4.5,"Johns Hopkins University Applied Physics Laboratory
4.5","Laurel, MD","Laurel, MD",5001 to 10000 employees,Nonprofit Organization,Aerospace & Defense,80000,132000, MD
585,Other,4.4,"Homology Medicines, Inc.
4.4","New Bedford, MA","Bedford, MA",51 to 200 employees,Company - Public,Unknown,138000,158000, MA
668,Data Scientist,0,JKGT,"San Francisco, CA",Unknown,Unknown,Unknown,Unknown,105000,167000, CA
216,Data Analyst,4.3,"The Buffalo Group
4.3","Fort Belvoir, VA","Reston, VA",501 to 1000 employees,Company - Private,Information Technology,79000,106000, VA
213,Other,4.8,"Klaviyo
4.8","Boston, MA","Boston, MA",201 to 500 employees,Company - Private,Information Technology,79000,106000, MA
214,Other,3.9,"Southwest Research Institute
3.9","Oklahoma City, OK","San Antonio, TX",1001 to 5000 employees,Nonprofit Organization,Business Services,79000,106000, OK
217,Other,3.5,"Central California Alliance for Health
3.5","Scotts Valley, CA","Scotts Valley, CA",501 to 1000 employees,Nonprofit Organization,Health Care,79000,106000, CA
218,Other,3.7,"MassMutual
3.7","Boston, MA","Springfield, MA",5001 to 10000 employees,Company - Private,Insurance,79000,106000, MA
397,Data Scientist,3.5,"Maxar Technologies
3.5","Herndon, VA","Westminster, CO",5001 to 10000 employees,Company - Public,Aerospace & Defense,110000,163000, VA
406,Data Scientist,4.1,"Twitter
4.1","San Francisco, CA","San Francisco, CA",1001 to 5000 employees,Company - Public,Information Technology,124000,198000, CA
407,Data Scientist,3.2,"Postmates - Corporate HQ
3.2","San Francisco, CA","San Francisco, CA",1001 to 5000 employees,Company - Private,Transportation & Logistics,124000,198000, CA
408,Data Scientist,4.9,"Visionist, Inc.
4.9","Columbia, MD","Columbia, MD",51 to 200 employees,Company - Private,Information Technology,124000,198000, MD
410,Data Scientist,3.3,"Concerto HealthAI
3.3","Boston, MA","Boston, MA",201 to 500 employees,Company - Private,Biotech & Pharmaceuticals,124000,198000, MA
412,Data Scientist,5.0,"PROPRIUS
5.0","Sunnyvale, CA","London, United Kingdom",1 to 50 employees,Company - Private,Information Technology,124000,198000, CA
414,Data Scientist,4.1,"Latitude, Inc.
4.1","Washington, DC","Hanover, MD",1 to 50 employees,Company - Private,Business Services,124000,198000, DC
415,Data Scientist,5.0,"Royce Geospatial
5.0","Springfield, VA","Arlington, VA",51 to 200 employees,Company - Private,Aerospace & Defense,124000,198000, VA
177,Data Scientist,3.7,"PNNL
3.7","Richland, WA","Richland, WA",1001 to 5000 employees,Government,"Oil, Gas, Energy & Utilities",56000,97000, WA
178,Data Scientist,3.5,"Buckman
3.5","Memphis, TN","Memphis, TN",1001 to 5000 employees,Company - Private,Manufacturing,56000,97000, TN
33,Data Scientist,4.8,"Acuity Insurance
4.8","Sheboygan, WI","Sheboygan, WI",1001 to 5000 employees,Company - Private,Insurance,75000,131000, WI
35,Data Scientist,3.3,"Puget Sound Energy
3.3","Bothell, WA","Bellevue, WA",1001 to 5000 employees,Company - Private,"Oil, Gas, Energy & Utilities",75000,131000, WA
17,Data Scientist,3.5,"Buckman
3.5","Memphis, TN","Memphis, TN",1001 to 5000 employees,Company - Private,Manufacturing,137000,171000, TN
242,Data Engineer,3.1,"1010data
3.1","New York, NY","New York, NY",201 to 500 employees,Company - Private,Information Technology,90000,124000, NY
183,Data Scientist,3.3,"BWX Technologies
3.3","Oak Ridge, TN","Lynchburg, VA",5001 to 10000 employees,Company - Public,Aerospace & Defense,56000,97000, TN
416,Data Scientist,4.2,"CyberCoders
4.2","Phoenix, AZ","Irvine, CA",201 to 500 employees,Subsidiary or Business Segment,Business Services,124000,198000, AZ
417,Data Scientist,3.7,"Booz Allen Hamilton Inc.
3.7","Oxnard, CA","Mc Lean, VA",10000+ employees,Company - Public,Business Services,124000,198000, CA
418,Data Scientist,3.8,"Burns & McDonnell
3.8","Kansas City, MO","Kansas City, MO",5001 to 10000 employees,Company - Private,Business Services,124000,198000, MO
422,Data Scientist,4.5,"Conflux Systems Inc.
4.5","Winters, TX","Alpharetta, GA",1 to 50 employees,Company - Private,Accounting & Legal,124000,198000, TX
423,Data Scientist,3.9,"Criteo
3.9","Ann Arbor, MI","Paris, France",1001 to 5000 employees,Company - Public,Information Technology,124000,198000, MI
426,Data Scientist,4.1,"Coverent
4.1","McLean, VA","McLean, VA",51 to 200 employees,Company - Private,Business Services,124000,198000, VA
427,Data Scientist,3.7,"Via Transportation
3.7","New York, NY","New York, NY",501 to 1000 employees,Company - Private,Information Technology,79000,133000, NY
645,Machine Learning Scientist,4.1,"Apple
4.1","Santa Clara, CA","Cupertino, CA",10000+ employees,Company - Public,Information Technology,92000,155000, CA
642,Data Engineer,3.3,"Americo Life
3.3","Kansas City, MO","Kansas City, MO",201 to 500 employees,Company - Private,Insurance,92000,155000, MO
429,Data Scientist,4.6,"Conch Technologies, Inc
4.6","Concord, CA","Memphis, TN",51 to 200 employees,Company - Private,Business Services,79000,133000, CA
647,Other,3.9,"Southwest Research Institute
3.9","Oklahoma City, OK","San Antonio, TX",1001 to 5000 employees,Nonprofit Organization,Business Services,92000,155000, OK
649,Other,4.8,"Klaviyo
4.8","Boston, MA","Boston, MA",201 to 500 employees,Company - Private,Information Technology,92000,155000, MA
434,Data Scientist,3.1,"Werner Enterprises Inc
3.1","Omaha, NE","Omaha, NE",10000+ employees,Company - Public,Transportation & Logistics,79000,133000, NE
435,Data Scientist,5.0,"PeopleCom
5.0","McLean, VA","Reston, VA",1 to 50 employees,Company - Private,Unknown,79000,133000, VA
38,Data Scientist,2.2,"Great-Circle Technologies
2.2","Chantilly, VA","Chantilly, VA",1 to 50 employees,Company - Private,Information Technology,75000,131000, VA
39,Data Scientist,3.4,"Edmunds.com
3.4","Santa Monica, CA","Santa Monica, CA",501 to 1000 employees,Company - Private,Information Technology,75000,131000, CA
44,Data Scientist,4.2,"Eversight
4.2","Palo Alto, CA","Palo Alto, CA",51 to 200 employees,Company - Private,Information Technology,75000,131000, CA
46,Data Scientist,4.8,"Klaviyo
4.8","Boston, MA","Boston, MA",201 to 500 employees,Company - Private,Information Technology,75000,131000, MA
47,Data Scientist,3.3,"Intellectual Ventures
3.3","Bellevue, WA","Bellevue, WA",501 to 1000 employees,Company - Private,Finance,75000,131000, WA
48,Data Scientist,3.7,"GovTech
3.7","San Francisco, CA","Singapore, Singapore",1001 to 5000 employees,Government,Government,75000,131000, CA
49,Data Scientist,4.3,"Quick Base
4.3","Cambridge, MA","Cambridge, MA",201 to 500 employees,Company - Private,Information Technology,75000,131000, MA
51,Data Scientist,3.7,"Takeda
3.7","Cambridge, MA","OSAKA, Japan",10000+ employees,Company - Public,Biotech & Pharmaceuticals,75000,131000, MA
233,Data Analyst,3.8,"Brighthouse Financial
3.8","Charlotte, NC","Charlotte, NC",1001 to 5000 employees,Company - Public,Insurance,71000,123000, NC
238,Data Analyst,3.9,"Life360
3.9","San Francisco, CA","San Francisco, CA",51 to 200 employees,Company - Public,Information Technology,71000,123000, CA
228,Machine Learning Engineer,3.6,"Riverside Research Institute
3.6","Beavercreek, OH","Arlington, VA",501 to 1000 employees,Nonprofit Organization,Government,71000,123000, OH
229,Other,3.6,"T. Rowe Price
3.6","Baltimore, MD","Baltimore, MD",5001 to 10000 employees,Company - Public,Finance,71000,123000, MD
231,Other,3.8,"Evidera
3.8","Bethesda, MD","Bethesda, MD",501 to 1000 employees,Subsidiary or Business Segment,Biotech & Pharmaceuticals,71000,123000, MD
271,Other,4.1,"ABIOMED
4.1","Danvers, MA","Danvers, MA",1001 to 5000 employees,Company - Public,Biotech & Pharmaceuticals,91000,150000, MA
52,Data Scientist,4.0,"Netskope
4.0","San Francisco, CA","Santa Clara, CA",501 to 1000 employees,Company - Private,Information Technology,75000,131000, CA
56,Data Scientist,3.5,"Benson Hill
3.5","Saint Louis, MO","Saint Louis, MO",201 to 500 employees,Company - Private,Biotech & Pharmaceuticals,75000,131000, MO
57,Data Scientist,4.1,"Twitter
4.1","San Francisco, CA","San Francisco, CA",1001 to 5000 employees,Company - Public,Information Technology,75000,131000, CA
58,Data Scientist,3.2,"Postmates - Corporate HQ
3.2","San Francisco, CA","San Francisco, CA",1001 to 5000 employees,Company - Private,Transportation & Logistics,75000,131000, CA
230,Data Scientist,0,"Encode, Inc.","Norfolk, VA","Manalapan, NJ",1 to 50 employees,Company - Private,Information Technology,71000,123000, VA
442,Data Scientist,2.7,"Change Healthcare
2.7","Lombard, IL","Nashville, TN",10000+ employees,Company - Public,Information Technology,79000,133000, IL
0,Data Scientist,3.1,"Healthfirst
3.1","New York, NY","New York, NY",1001 to 5000 employees,Nonprofit Organization,Insurance,137000,171000, NY
1,Data Scientist,4.2,"ManTech
4.2","Chantilly, VA","Herndon, VA",5001 to 10000 employees,Company - Public,Business Services,137000,171000, VA
2,Data Scientist,3.8,"Analysis Group
3.8","Boston, MA","Boston, MA",1001 to 5000 employees,Private Practice / Firm,Business Services,137000,171000, MA
3,Data Scientist,3.5,"INFICON
3.5","Newton, MA","Bad Ragaz, Switzerland",501 to 1000 employees,Company - Public,Manufacturing,137000,171000, MA
4,Data Scientist,2.9,"Affinity Solutions
2.9","New York, NY","New York, NY",51 to 200 employees,Company - Private,Business Services,137000,171000, NY
5,Data Scientist,4.2,"HG Insights
4.2","Santa Barbara, CA","Santa Barbara, CA",51 to 200 employees,Company - Private,Information Technology,137000,171000, CA
6,Data Scientist,3.9,"Novartis
3.9","Cambridge, MA","Basel, Switzerland",10000+ employees,Company - Public,Biotech & Pharmaceuticals,137000,171000, MA
9,Data Scientist,3.6,"XSELL Technologies
3.6","Chicago, IL","Chicago, IL",51 to 200 employees,Company - Private,Information Technology,137000,171000, IL
11,Data Scientist,4.7,"1904labs
4.7","Saint Louis, MO","Saint Louis, MO",51 to 200 employees,Company - Private,Information Technology,137000,171000, MO
310,Data Scientist,4.4,"Adwait Algorithm
4.4","New York, NY","Houston, TX",51 to 200 employees,Company - Private,Information Technology,145000,225000, NY
323,Data Scientist,3.7,"GovTech
3.7","San Francisco, CA","Singapore, Singapore",1001 to 5000 employees,Government,Government,79000,147000, CA
379,Data Scientist,3.7,"Carolina Power & Light Co
3.7","McLean, VA","Raleigh, NC",5001 to 10000 employees,Subsidiary or Business Segment,"Oil, Gas, Energy & Utilities",112000,116000, VA
527,Data Scientist,2.7,"1-800-Flowers
2.7","New York, NY","Carle Place, NY",1001 to 5000 employees,Company - Public,Business Services,212000,331000, NY
528,Data Scientist,3.5,"Aptive
3.5","Washington, DC","Alexandria, VA",51 to 200 employees,Company - Private,Business Services,212000,331000, DC
446,Data Scientist,4.5,"Envision LLC
4.5","Saint Louis, MO","Saint Louis, MO",201 to 500 employees,Company - Private,Business Services,69000,116000, MO
247,Data Scientist,3.9,"Trace Data
3.9","Oakland, CA","Santa Ana, CA",51 to 200 employees,Company - Private,Insurance,90000,124000, CA
244,Other,5.0,"Genesis Research
5.0","Hoboken, NJ","Hoboken, NJ",1 to 50 employees,Company - Private,Biotech & Pharmaceuticals,90000,124000, NJ
249,Other,4.2,"Rincon Research Corporation
4.2","Melbourne, FL","Tucson, AZ",201 to 500 employees,Company - Private,Aerospace & Defense,90000,124000, FL
256,Other,3.1,"Battelle
3.1","Norwell, MA","Columbus, OH",10000+ employees,Nonprofit Organization,Business Services,90000,124000, MA
257,Other,4.2,"Ntrepid
4.2","Herndon, VA","Herndon, VA",201 to 500 employees,Company - Private,Information Technology,90000,124000, VA
62,Data Scientist,3.5,"iRobot
3.5","Bedford, MA","Bedford, MA",1001 to 5000 employees,Company - Public,Retail,79000,131000, MA
63,Data Scientist,4.2,"HG Insights
4.2","Santa Barbara, CA","Santa Barbara, CA",51 to 200 employees,Company - Private,Information Technology,79000,131000, CA
260,Machine Learning Scientist,4.7,"Sage Intacct
4.7","San Francisco, CA","San Jose, CA",501 to 1000 employees,Subsidiary or Business Segment,Information Technology,90000,124000, CA
259,Data Engineer,2.9,"Affinity Solutions
2.9","San Jose, CA","New York, NY",51 to 200 employees,Company - Private,Business Services,90000,124000, CA
