#189,Thai Cave Rescue,"Thai Drama - 2022, 6 episodes",8.7,The Limited Series is based on 2018’s world-famous event. Twelve boys from the same football team decided to spend an afternoon with their coach exploring the Tham Luang caves in northern Thailand. When heavy rainfall…
#330,Project S: Skate Our Souls,"Thai Drama - 2017, 8 episodes",8.6,"Boo, a student whose grades aren't promising, knows well that he falls short of his father's standards. Quietly, Boo has been suffering from depression for a long time. He doesn't eat or sleep well and has no friends,…",Watch Trailer
#349,Love Destiny,"Thai Drama - 2018, 15 episodes",8.6,"This is a story where karma, merit, love destiny and a moon mantra combine to fling Kadesurang, a chubby archaeologist, into the body of another woman, Karakade, during the Ayutthaya era (300 years earlier). In the past,…",Watch Trailer
#382,The Gifted,"Thai Drama - 2018, 13 episodes",8.6,"Ritdha Wittayakom High School has a ""Gifted Program."" The program offers special classes to a handful of ""special"" students chosen by the school administration. Incredibly, Pang, a tenth-year student from the lowest…",Watch Trailer
#391,Enigma,"Thai Drama - 2023, 4 episodes",8.6,"There is something wrong with Fa's high school; strange events have been happening around her. In which way are they related to the new teacher, Ajin?

(Source: MyDramaList)",Watch Trailer
#430,In Family We Trust,"Thai Drama - 2018, 18 episodes",8.5,"This suspense drama revolves around the Jiraanans, a wealthy Thai-Chinese family that operates its own hotels in Bangkok and Pattaya. The drama follows the members of the family, which seem to enjoy a strong and unbreakable…",Watch Trailer
#438,My School President,"Thai Drama - 2022, 12 episodes",8.5,"Student body president Tinn has a secret crush on Gun, the head of the music club and lead singer of the middling band Chinzhilla. The son of the principal, Tinn is instructed to axe any clubs that don't boost their…",Watch Trailer
#442,A Tale of Thousand Stars,"Thai Drama - 2021, 10 episodes",8.5,"After a volunteer teacher Torfun dies in a tragic accident, her heart is transplanted into Tian. Tian learns about his donor’s life through a series of diary entries that reveal her secrets and interests. Included…",Watch Trailer
#452,Not Me,"Thai Drama - 2021, 14 episodes",8.5,"Black and White are twins with a powerful connection. After their parents' separation, though, White’s father took him abroad, and their family effectively severed in two. It isn’t until fifteen years have passed…",Watch Trailer
#505,Girl From Nowhere,"Thai Drama - 2018, 13 episodes",8.5,"A mysterious, clever girl named Nanno transfers to different schools, exposing the lies and misdeeds of the students and faculty at every turn.

(Source: Netflix)",Watch Trailer
#542,Bad Genius,"Thai Drama - 2020, 12 episodes",8.5,What started from exam cheating in the classroom escalated to stealing a national test paper. These are not your everyday students. They're a reflection of the cheating that happens at every level in Thai society. Guaranteed…,Watch Trailer
#597,F4 Thailand: Boys Over Flowers,"Thai Drama - 2021, 16 episodes",8.4,Gorya is a simple girl who works at a flower shop. She passes an exam and gets accepted into a prestigious and luxurious school attended by the wealthy. The school is ruled by an elite clique known as the F4 consisting…,Watch Trailer
#600,Happy Birthday,"Thai Drama - 2018, 13 episodes",8.4,"Tonmai was born on the day that his sister died. His parents never celebrated his birthday and he had never received a birthday present. Then on his 17th birthday, his dad gave him his sister's room as a gift. In this…",Watch Trailer
#625,Kleun Cheewit,"Thai Drama - 2017, 15 episodes",8.4,"Jeerawat is a hardworking woman, who is a famous model and actress. Her mother married a smarmy but rich man, who secretly lusts after her. After he attempts to drug Jeerawat, she manages to escape by driving away. Unfortunately,…",Watch Trailer
#632,Bad Buddy,"Thai Drama - 2021, 12 episodes",8.4,"Ever since they were young, Pran and Pat's families had a deep and raging rivalry, trying to one-up each other on everything. This also extended to their sons. Comparing their sons' achievements and merits,—whether…",Watch Trailer
#660,Project S: Side by Side,"Thai Drama - 2017, 8 episodes",8.4,"Gym, an autistic teenager who was often bullied by his peers, decides to join the badminton team with his cousin Dong. However, Gym plays better than Dong, as Gym is able to control the dynamics of the game, leading…",Watch Trailer
#781,The Warp Effect,"Thai Drama - 2022, 12 episodes",8.4,"Alex breaks the oath he made to his mother forbidding him from losing his virginity before turning eighteen, causing chaos he never could've anticipated. In 2011, seventeen-year-old Alex lacks self-confidence and his…",Watch Trailer
#797,Moonlight Chicken,"Thai Drama - 2023, 8 episodes",8.4,"Jim is an ordinary guy running a Hainanese chicken rice diner. One night, he meets breezy Wen when he stays past closing drunk. Brought together by fate that night, intangible feelings arise. Neither can stop thinking…",Watch Trailer,Watch Online,
#806,Full House,"Thai Drama - 2014, 20 episodes",8.4,"Aom is a writer who got swindled out of her house during her trip to Korea. She finds out that her house was sold to Mike and in an attempt to get her possessions back, she enters a contract marriage with Mike for one…",Watch Trailer
#858,P.S. I Hate You,"Thai Drama - 2022, 18 episodes",8.3,"A secret tape of Phanthiwa is exposed at her wedding to Phureenat. Humiliated by the incident, she resolves to commit suicide. It was only her five-person friend group who knew Phantiwa's secret. Meena tries to find…",Watch Trailer
#880,Daughters,"Thai Drama - 2020, 24 episodes",8.3,"Five teenagers suffered neglect from their families. They were entangled in various problems such as rape, homophobia, prostitution, domestic abuse, and drug addiction. One day, all of them decided to flee their house…",Watch Trailer
#916,Who Are You,"Thai Drama - 2020, 18 episodes",8.3,"After enduring vicious bullying, an orphaned student, Mind, attempts to take her life in hopes of escaping her problems. Miraculously, she survives with memory loss and wakes up with a new life as she takes on the identity…",Watch Trailer
#954,The Gifted Graduation,"Thai Drama - 2020, 13 episodes",8.3,"Two years have passed and the new school year begins again. With it comes the resurrection of the Gifted program, and a hidden threat from the Ministry led by Darin, a new teacher. Time, a promising new student and member…",Watch Trailer
#950,To the Moon and Back,"Thai Drama - 2023, 21 episodes",8.3,"Doctor Purim, a famous neurosurgeon, is born into a rich and well-known family. His father is a famous professor of economics and his mother is a former famous actress. With his perfect family background, his father…",Watch Trailer
#964,Hua Jai Sila,"Thai Drama - 2019, 27 episodes",8.3,"Tor is the love child of a mistress and a wealthy hi-so man. After his mother dies from neglect, Tor is forced to live with his father’s family. Abused by his stepmother and stepbrother, he turns to the girl-next-door…",Watch Trailer
#1002,Home School,"Thai Drama - 2023, 18 episodes",8.3,"Home School is a boarding school in the middle of a remote forest. Every three years, the school selects new students who meet their criteria, each generation comprising no more than thirteen students. The students spend…",Watch Trailer
#1017,Triage,"Thai Drama - 2022, 13 episodes",8.3,"Third-year emergency medicine resident Tin has to cope with a deluge of different patients every day. Up until the eighteenth, that is. Tin's life is transformed when university student Tol's car is overturned and he's…",Watch Trailer
#1032,"To Sir, With Love","Thai Drama - 2022, 17 episodes",8.3,"The Five Dragon Guild is under the leadership of Jao Sua Song. He's skilled and in control in business, but things in the family have become chaotic. By his main wife Li, he has his eldest son Thian. He has a secondary…",Watch Trailer
#1047,My Secret Bride,"Thai Drama - 2019, 18 episodes",8.3,"Suam is a mischievous girl who grew up in the slums. She develops a crush on Danurut, a good cop, the first time she meets him due to his good looks and kindness. They met previously at the police station when Danurut…",Watch Trailer
#1070,The Eclipse,"Thai Drama - 2022, 12 episodes",8.3,"The country's leading all-boys school, Suppalo, is strictly governed. Rumour has it that a curse will punish students who act out, a curse that grows stronger as the solar eclipse nears. But where there are rules, there…",Watch Trailer
#1117,Manner of Death,"Thai Drama - 2020, 14 episodes",8.3,"Dr. Bunnakit is a medical examiner based at a provincial hospital. One day, after carrying out an autopsy on the body of a woman who had seemingly hanged herself, Dr. Bunnakit rules out suicide as his findings point…",Watch Trailer
#1252,Until We Meet Again,"Thai Drama - 2019, 17 episodes",8.2,"Thirty years ago, Korn and Intouch were university students in Bangkok. Intouch entered Korn's life despite knowing that he was the son of one of the most influential crime bosses in Bangkok. At first, Korn pushed Intouch…",Watch Trailer
#1256,My Forever Sunshine,"Thai Drama - 2020, 19 episodes",8.2,"The story about Paeng, a girl with a tragic life. After losing her father, she has to go live at Artit's house. The only way for her to be able to stay at this house is to be with him. But no one expected that her approaching…",Watch Trailer
#1284,Love Mechanics: Director's Cut,"Thai Drama - 2022, 3 episodes",8.2,"When a junior woos Vee's friend, Vee, swearing to love only one in life, has to cut ties with Mark. But God plays a joke on them and something happened between Vee and Mark. Mark chooses to tuck away and draws an end…"
#1297,Midnight Museum,"Thai Drama - 2023, 10 episodes",8.2,"Dome, a barista at a café on the verge of closure, receives an unexpected job offer. The offer comes from a café regular, Khatha, who orders coffee he never drinks. The job is at an odd museum open only after sunset.…",Watch Trailer
#1331,I Told Sunset About You,"Thai Drama - 2020, 5 episodes",8.2,"Teh and Oh-aew were best friends until a boyhood line of reasoning turned them into rivals. Years later as they're preparing for university admissions, both pursuing interests in the field of Communication Arts, the…",Watch Trailer
#1334,Suparburoot Jorm Jon: Maturot Lohgan,"Thai Drama - 2019, 16 episodes",8.2,"To prove himself to his father so he can lead the next pillage and fulfil his plans, Seua Pha, a bandit had to embark on one of his father's daily robberies. The quest was to steal the most valuable possession from Khun…",Watch Trailer
#1338,Kiss Me,"Thai Drama - 2015, 20 episodes",8.2,"Taliw, a cute, lively and clumsy girl, has had a crush on popular genius Tenten, who is a new student with an IQ of 200. Tenten just returned from Japan with his family. How will Taliw deal with her feelings towards…",Watch Trailer
#1375,He's Coming to Me,"Thai Drama - 2019, 8 episodes",8.2,"On his birthday, Med, the kind-hearted heir of a rich family, dies mysteriously and becomes a ghost. For twenty years, he waits in the graveyard for someone to visit so that he is able to reincarnate. However, his plan…",Watch Trailer
#1400,"I'm Tee, Me Too","Thai Drama - 2020, 8 episodes",8.2,"Six guys—each named Tee and each with his own idiosyncrasies—find themselves residing under one roof, every day learning not just about one another, but themselves as well. 

(Source: Soju on MyDramaList)",Watch Trailer
#1463,Love Mechanics,"Thai Drama - 2022, 10 episodes",8.2,"When a junior woos Vee's friend, Bar, swearing to love only one in life, Bar has to cut ties with Mark. But God plays a joke on them and something happened between Vee and Mark. Mark chooses to tuck away and draws an…",Watch Trailer
#1572,Game Sanaeha,"Thai Drama - 2018, 14 episodes",8.1,"Within two years so much happened: Muanchanok studied abroad, her parents got divorced, and her father is getting remarried to a much younger former beauty queen. This broken family transformed Nok into a jealous, ill-tempered…",Watch Trailer
#1592,The Comments,"Thai Drama - 2021, 5 episodes",8.1,"Papang, student president and outstanding all-around student and perfect in every way, kills herself in the middle of her live stream. She is copying Gina, her favourite actress, the second female idol to be cyberbullied…",Watch Trailer
#1599,Love in the Air,"Thai Drama - 2022, 13 episodes",8.1,"When clouds in the sky and falling rain tease the two close friends in trouble, Rain and Sky, it takes them to meet Payu and Prapai, who are not only cunning saviours but also guys making storms in the two best friends'…",Watch Trailer
#1604,Let's Fight Ghost,"Thai Drama - 2021, 16 episodes",8.1,A cohabitation comedy about a ghost of a high school girl who has been dead for 5 years and an exorcist college boy with the ability to see and hear ghosts. What he’s discovered over the years is that he can touch…,Watch Trailer
#1617,I Promised You the Moon,"Thai Drama - 2021, 5 episodes",8.1,"Teh and Oh-aew, now in a blissful relationship for over a year, bid farewell to Phuket and head to Bangkok for their university lives. This time, however, as days pass Teh begins to feel differently towards Oh-aew as…",Watch Trailer
#1632,The Crown Princess,"Thai Drama - 2018, 12 episodes",8.1,"The main heroine - a princess of a small country,  comes into danger after her coronation. To protect her they send her to Thailand, where the main hero - a navy man- becomes her bodyguard.",Watch Trailer
#1712,My Only 12%,"Thai Drama - 2022, 14 episodes",8.1,Cake and Seeiw have been friends as far as they can remember. Cake is very outgoing and has a lot of friends while Seeiw is very shy and barely speaks to people he's not used to being around. Despite their different…,Watch Trailer
#1756,KinnPorsche,"Thai Drama - 2022, 14 episodes",8.1,"The second son of a Mafia boss, Kinn Theerapanyakul, is fleeing from an enemy when he meets Porsche, an enterprising young bartender. Porsche agrees to help defend Kinn from his attackers for a price. Porsche's martial…",Watch Trailer
#1785,Be My Favorite,"Thai Drama - 2023, 12 episodes",8.1,Botkawi has forever been in love with Pearmai. His life is forever changed when a musical crystal ball he bought as an important gift for Pearmai transports him back in time to the age of eighteen. Everything turns upside-down.…,Watch Trailer
#1770,Mama Gogo,"Thai Drama - 2022, 12 episodes",8.1,"Former 90’s singer Annie inherits from an uncle an old, once popular host bar called Papa Go Go. With renovations underway, Annie must now hire her all-star lineup of handsome, talented, and charming male hosts. With…",Watch Trailer
#1842,Lovely Writer,"Thai Drama - 2021, 12 episodes",8.1,"Gene is a professional writer whose publisher suggests he try his hand at a new genre—Y. The resulting novel is a huge commercial success. So successful, in fact, that it's being adapted for TV. When the series begins…",Watch Trailer
#1868,Likit Haeng Jan,"Thai Drama - 2019, 14 episodes",8.1,"On the night of a full moon, two people from two different worlds that look alike switch places. From the past is Duangkaew, a conservative and quiet girl, whereas from the present is Opal, a girl who is tomboyish and…",Watch Trailer
#1874,Girl From Nowhere Season 2,"Thai Drama - 2021, 8 episodes",8.1,"A mysterious, clever girl named Nanno transfers to different schools, exposing the lies and misdeeds of the students and faculty at every turn.

(Source: Netflix)",Watch Trailer
#1878,Project S: SPIKE,"Thai Drama - 2017, 8 episodes",8.1,"Theppanya High School has an underdog volleyball team that reached the final round of Thailand's biggest competition last year, but eventually lost to old champion St. Sebastian High. From the disappointment, the team…",Watch Trailer
#1880,A Gift to the People You Hate,"Thai Drama - 2019, 10 episodes",8.1,"The shop of a certain person wearing a mask sells gifts for people that you hate. There are four levels of gifts; making the receiver ashamed, scaring the receiver, hurting the receiver, and making the receiver die.…",Watch Trailer
#1886,Khun Mae Suam Roy,"Thai Drama - 2018, 31 episodes",8.1,"Sina, a professional stunt woman, returns from America to find her identical twin sister, Siriya, a mother of a child from her already-married lover Pipop and disabled from her waist below after a mysterious shooting…",Watch Trailer
#1900,Padiwaradda,"Thai Drama - 2016, 14 episodes",8.1,"To show gratitude to her adoptive father, Rin Rapee accepts to disguise herself as his real daughter and marry Saran, to keep the promise their fathers had made in the past. Saran is a cold-hearted guy who suffers from…",Watch Trailer
#1953,The Love Proposal,"Thai Drama - 2022, 15 episodes",8.0,"Treenut got to know Time because of an accident that happened to Treenut’s student. This impressed Time and he came to see her more often. However, Time was afraid to tell Treenut that he loved her because he still…",Watch Trailer
#1945,Leh Nangfah,"Thai Drama - 2014, 28 episodes",8.0,"Teepob and Lallalit ""Beauty"" grew up together but he hates her. So when she comes to him for help to regain power over her family's company, he pranks her by sending her to do the lowest jobs. Lallalit is a spoiled,…",Watch Trailer
#1996,Bad Romeo,"Thai Drama - 2022, 17 episodes",8.0,"Privileged Saikim meets poor garage owner Kaokla. The two get to know one another and then don't meet again for another seven years. However, Kaokla is now Carl Raman, the adopted son and business heir of millionaire…"
#2041,Nueng Dao Fah Diew,"Thai Drama - 2018, 17 episodes",8.0,"During the reign of King Ekkathat in the Ayutthaya Kingdom, Mang Mao was the daughter of Ming, a rich man who was the owner of a paper factory. Mang Mao was also famous in her own right for being mischievous considering…",Watch Trailer
#2048,Thong EK: The Herbal Master,"Thai Drama - 2019, 14 episodes",8.0,A romantic comedy set during the reign of Rama 5 (Chulalongkorn). Thong In is an experienced doctor who has treated many people. He has a grandson named Thong Ake who wants to become a traditional doctor. He also studies…,Watch Trailer
#2067,Blacklist,"Thai Drama - 2019, 12 episodes",8.0,"Akeanan is an outstanding school in all aspects: education, sports… and secrets. Traffic comes to Akeanan to look for his sister Fah, who disappeared months prior and with neither the police nor the school finding…",Watch Trailer
#2103,Remember You,"Thai Drama - 2021, 16 episodes",8.0,"A genius detective teams up with a colleague to investigate a case that hits close to home, but the duo becomes entangled in a cat-and-mouse game.

(Source: Netflix)",Watch Trailer
#2158,Sleepless Society: Insomnia,"Thai Drama - 2019, 13 episodes",8.0,"Aya is a young female model that has always had a recurring dream: She always dreams of seeing her mother kill someone in a house, which is located on the island she used to live in when she was a child. These dreams…",Watch Trailer
#2171,Rivalry,"Thai Drama - 2022, 20 episodes",8.0,"A story of the battle between two families in the business world, which started from the parent's generation and transcends into the younger generation. And perhaps... this is where it will end? (Source: Thaidramatic_update;…"
#2179,SOTUS,"Thai Drama - 2016, 15 episodes",8.0,"The ""Gear"" is one of the engineering mechanical devices in the cogwheel system (as in a clock). Having one signifies that one is a student of the Faculty of Engineering. However, to get one, all engineering freshmen…",Watch Trailer
#2182,"Hak Lai, My Lady","Thai Drama - 2023, 17 episodes",8.0,"After stealing the key to her mother’s safe box, Lalin heads out to find her biological father, but gets attacked along the way. Here she meets Pi, the owner of Huen Hak Phaeng Farm, whom she had an issue with prior.…",Watch Trailer
#2199,Occupied Heart,"Thai Drama - 2018, 16 episodes",8.0,"On her way to sign a business contract, Rattawan was kidnapped along with her son by two men who took her to an island and tried to rape and kill her. However, she was saved by the owner of the island, Naboon. Both did…",Watch Trailer
#2254,Ra Raerng Fai,"Thai Drama - 2017, 14 episodes",8.0,"Yada's father frames Chakrit's father for murder and has him arrested. Years later, Chakrit wants revenge on Yada's family. He starts by seducing Yada's sister, then abandoning her on their wedding day, embarrassing…",Watch Trailer
#2258,U-Prince: The Crazy Artist,"Thai Drama - 2017, 4 episodes",8.0,"Mel B is dumped by her boyfriend Theo. The same day, she meets Hippy, a rock band's singer. He wants her Beatles t-shirt but as an exchange for it, he must pretend to be her boyfriend for five days.",Watch Trailer
#2284,Never Let Me Go,"Thai Drama - 2022, 12 episodes",8.0,Nuengdiao is the heir to a prestigious family. His status has forced him to grow up isolated with no room for imperfection. Then his father is shot to death right in front of him. Now he and his mother's lives are in…,Watch Trailer
#2280,Laws of Attraction,"Thai Drama - 2023, 8 episodes",8.0,"Charn is a clever and ruthless lawyer inclined to accept high-paying and high-profile cases that will bring him renown. On one occasion, he's taken off a case as it's gaining widespread interest. Having lost face and…"
#2327,Vice Versa,"Thai Drama - 2022, 12 episodes",8.0,"Talay wakes up in the body of a man named Tess and reencounters Puen, a famous actor who is now in the body of Tun following an accident. The two have Phuwadol, a nurse who helps people from the same universe they left…",Watch Trailer
#2305,Good Old Days,"Thai Drama - 2022, 12 episodes",8.0,"In an antique shop, the value of each item is the story behind them. People who sell their belongings here can reminisce on their lives, and buyers see their value hidden within. Six stories about memories, love, dreams…",Watch Trailer,Watch Online,
#2358,SOTUS S,"Thai Drama - 2017, 13 episodes",8.0,"Fast forward 2 years later, Kongpob is now the head hazer in his faculty, while Arthit works at the Ocean Electric Company. During Kongpob's final year, he needs to find an internship company, and requests to work alongside…",Watch Trailer
#2384,Khaen Rak Salap Chata,"Thai Drama - 2021, 16 episodes",7.9,"Wat is a famous celebrity who is dating a famous model named Ginney. Tet is a famous pilot who is in a relationship with a doctor named Kulanji. But one day, the body of Wat and Tet have switched. As Tet and Wat have…",Watch Trailer
#2394,Sapai Import,"Thai Drama - 2020, 17 episodes",7.9,"Lisa is a rich, spoiled girl who returned from her studies in England to find her parents were in debt. She had to work to repay that debt. And Don's mother helped her. Don is the grandson of a very famous farm owner.…",Watch Trailer
#2410,46 Days,"Thai Drama - 2021, 18 episodes",7.9,"This series tells the story of Ying Ying, an unpopular net idol who is about to go down on her luck after being caught as a liar by her fans in a video clip. Apart from helping herself to survive, she also needs to help…",Watch Trailer
#2428,Put Your Head on My Shoulder,"Thai Drama - 2021, 20 episodes",7.9,"Prapai, an accounting graduate who dreams of working for an advertising agency, has to live with Pupaa, a gifted physics student, and many funny stories happened between them. Spending time together, they gradually walk…",Watch Trailer
#2446,Dark Blue Kiss,"Thai Drama - 2019, 12 episodes",7.9,"The continuation of Kao, Pete, Sun, and Mork's story. While Kao and Pete's relationship has grown stronger, they are still hiding it from most. Kao is closeted from his mother, and the fear of her finding him out looms…",Watch Trailer
#2450,55:15 Never Too Late,"Thai Drama - 2021, 16 episodes",7.9,"How many of us remember what our dreams were when we were children? What our hopes and aspirations were? How many of us grew up and realized that all the wonderous, innocent dreams that we had were probably not going…",Watch Trailer
#2483,Tunnel,"Thai Drama - 2019, 16 episodes",7.9,A detective jumps to 30 years into future while chasing a killer through a tunnel. The murders which stopped 30 years ago are going to start again. Can the detective find the killer and return to his original time or…
#2491,Nee Ruk Nai Krong Fai,"Thai Drama - 2019, 18 episodes",7.9,"On her seventh birthday, Chalita's entire family was killed. Kawin/Kevin was given the option to slay three people in order to protect one. His guilt drove him to distance himself from her. In her youth, Chalita is adopted…",Watch Trailer
#2531,Flash Marriage,"Thai Drama - 2022, 17 episodes",7.9,"After a one-night stand with Pokpong, a male dancer Lalin meets at her friend's bachelorette party, Lalin decides to hire him. The job is simple; Pokpong is to marry Lalin for a few months so she can prove to her family…",Watch Trailer
#2540,You Are My Heartbeat,"Thai Drama - 2022, 20 episodes",7.9,"Sira is a hardworking businessman who really hates dirt and lies but has to deal with Keetika, a tricky designer who doesn't have a very good relationship with her mother, Parin, because she left her father for Papop,…",Watch Trailer
#2566,3 Will Be Free,"Thai Drama - 2019, 10 episodes",7.9,"Neo is a stripper who is running away from the loan shark Thana and his gang, after having an affair with Thana's wife Vanika. One day, the criminals find him in the bar where he works. In attempting to escape, he ends…",Watch Trailer
#2588,Girl Next Room: Richy Rich,"Thai Drama - 2020, 5 episodes",7.9,"Duchess, also known as Daeng Lek, is a newly rich university student and is given to ostentatiousness. She seeks approval from the exclusive parts of society from which she was barred when she was poor. She happens to…",Watch Trailer
#2613,Theory of Love,"Thai Drama - 2019, 12 episodes",7.9,"Third is a filmology major and a member of the Savage Team along with his best friends Two, Bone, and Khai, but he has a secret. Third has been secretly in love with Khai for years. For three years, he has kept his love…",Watch Trailer
#2618,Piang Chai Khon Nee Mai Chai Poo Wised,"Thai Drama - 2016, 15 episodes",7.9,"Sattawat is a doctor whose mother has a gambling addiction, and Anusaniya's family owns a wealthy company. Sattawat's mother owes a lot of money to Anusaniya's company and in order to erase the debt, Sattawat's mother…",Watch Trailer
#2649,My Lovely Bodyguard,"Thai Drama - 2022, 12 episodes",7.9,"Saraphi, a jobless stuntwoman, accidentally becomes the bodyguard of Thewan and his nephew due to her incredible martial arts skills. As Saraphi and Thewan learn to work together to protect his nephew from those out…",Watch Trailer
#2658,Jark Sadtroo Soo Hua Jai,"Thai Drama - 2020, 19 episodes",7.9,"Jett is a handsome man forced to become a hired gunman because of his dark past and problems. And one day, he is hired to kill a woman. It was suppose to be a simple job, however, it is complicated by the fact that his…",Watch Trailer
#2669,Khun Chai Phutthiphat,"Thai Drama - 2013, 10 episodes",7.9,"Khun Chai Phutthiphat is a young doctor who has no time for love. Despite the fact that his grandmothers are trying to matchmake him to the second Thewaphrom daughter Maratee, his younger brothers are interested to find…",Watch Trailer
#2670,U-Prince: The Badly Politics,"Thai Drama - 2017, 4 episodes",7.9,"Cherrymilk, a young fashion lover, is forced to study Political Science by an order from her father. During a class, her teacher asked her to do a project but ended up being punished by her father. To survive, she looks…",Watch Trailer
#2693,180 Degree Longitude Passes Through Us,"Thai Drama - 2022, 8 episodes",7.9,"Sasiwimol is an extremely successful director. She has a close, friend-like relationship with her teenage son Wang. What will she do when Wang experiences his first love with Inthawut, her old friend? Love, relationships,…",Watch Trailer
#2757,Blackout,"Thai Drama - 2021, 8 episodes",7.9,"After a night of partying, a group of young adults wake up in a mysterious bar. One of their friends is hurt. What are they not remembering and why can't they leave?

(Source: TVDb)"
#2761,Payakorn Sorn Ruk,"Thai Drama - 2020, 13 episodes",7.9,"Rosita gets into a car accident and suddenly gets a talent where she sees the future when she touches a rose. She becomes a famous fortune teller. One day, she makes a prediction in public to reporters that Theeruth,…",Watch Trailer
#2789,The Cupids Series: Kammathep Sorn Kol,"Thai Drama - 2017, 7 episodes",7.9,"Milin is an accountant who economizes. She signs a contract with seven other girls at the Cupid Hut that she will have to find a boyfriend in one year. She's always waiting for Mr. Right, but that going to change when…",Watch Trailer
#2813,The Miracle of Teddy Bear,"Thai Drama - 2022, 16 episodes",7.9,"Taohu is a giant white teddy bear and has been Nut's object of comfort for ten years. However, he isn’t an ordinary teddy bear, he has the ability to communicate with other objects and items in the house. One day,…",Watch Trailer
